Origem;Data protocolo;Tipo de Tecnologia;Tema da Saúde;Demandante;Nome da tecnologia;Status;Indicação;Motivo da solicitação ;Data decisão
Interna;02/05/2017;Medicamento;Neurologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Levetiracetam;Processo encerrado: decisão de incorporação no SUS;Tratamento de epilepsia;Incorporação;05/12/2017
Interna;02/05/2017;Medicamento;Psiquiatria;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Memantina;Processo encerrado: decisão de incorporação no SUS;Doença de Alzheimer;Incorporação;09/11/2017
Interna;15/05/2017;Medicamento;Neurologia;Secretaria de Atenção à Saúde SAS/MS;Neuromoduladores;Processo encerrado: a pedido do demandante;Dor crônica;Incorporação;
Interna;15/05/2017;Medicamento;Neurologia;Secretaria de Atenção à Saúde SAS/MS;Nervo periférico;Processo encerrado: a pedido do demandante;Dor crônica;Incorporação;
Interna;01/06/2017;Medicamento;Genética;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Alfataliglicerase;Processo encerrado: decisão de incorporação no SUS;Uso pediátrico na doença de Gaucher;Ampliação de Uso;20/07/2017
Interna;08/06/2017;Medicamento;Gastroenterologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Infliximabe e adalimumabe;Processo encerrado: a pedido do demandante;Tratamento de pacientes com colite ulcerativa grave refratários à ciclosporina e corticosteroides.;Incorporação;
Interna;20/06/2017;Produto;Saúde da Mulher;Secretaria de Atenção à Saúde SAS/MS;Implante subdérmico;Processo encerrado: a pedido do demandante;Fortalecimento das ações de saúde sexual e saúde reprodutiva;Incorporação;
Interna;07/07/2017;Medicamento;Cardiologia;Secretaria Municipal de Saúde de Belo Horizonte;Alteplase;Processo encerrado: decisão de incorporação no SUS;Tratamento da embolia pulmonar aguda;Incorporação;12/09/2018
Interna;10/07/2017;Procedimento;Oncologia;Secretaria de Atenção à Saúde SAS/MS;Laringe eletrônica;Processo encerrado: decisão de incorporação no SUS;Neoplasia maligna da laringe;Incorporação;12/09/2018
Interna;13/07/2017;Produto;Ortopedia;Secretaria de Atenção à Saúde SAS/MS;Prótese de cerâmicapolietileno;Processo encerrado: decisão de incorporação no SUS;Artroplastia total de quadril em pacientes jovens;Incorporação;19/02/2019
Interna;13/07/2017;Produto;Ortopedia;Secretaria de Atenção à Saúde SAS/MS;Prótese para artroplastia de quadril;Processo encerrado: decisão de incorporação no SUS;Artroplastia de quadril de revisão com material diverso da primária;Incorporação;19/02/2019
Interna;19/07/2017;Procedimento;Genética;Secretaria de Atenção à Saúde SAS/MS;Detecção da deficiência de glicose6fosfato desidrogenase em papelfiltro;Processo encerrado: decisão de não incorporação no SUS;Teste do pezinho para deficiência de glicose6fosfato desidrogenase;Incorporação;31/10/2018
Interna;30/06/2017;Medicamento;Cardiologia;Conselho Nacional de Secretários Municipais de Saúde CONASEMS;Enoxaparina sódica 40 mg/ 0,4 mL;Processo encerrado: decisão de incorporação no SUS;Gestantes com trombofilia;Incorporação;25/01/2018
Interna;14/07/2017;Procedimento;Ortopedia;Secretaria de Atenção à Saúde SAS/MS;Distrator osteogênico mandibular;Processo encerrado: decisão de incorporação no SUS;Deformidades crânio e bucomaxilofaciais congênitas ou adquiridas;Incorporação;19/02/2019
Interna;20/07/2017;Medicamento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Vacina contra a Dengue;Processo encerrado: a pedido do demandante;Prevenção da dengue causada pelos sorotipos 1, 2, 3 e 4 do vírus da dengue;Incorporação;
Interna;03/08/2017;Medicamento;Neurologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Lacosamida;Processo encerrado: decisão de não incorporação no SUS;Pacientes com epilepsia focal refratários aos tratamentos prévios com os fármacos antiepilépticos;Incorporação;30/04/2018
Interna;11/09/2017;Medicamento;Imunologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Belimumabe;Processo encerrado: decisão de não incorporação no SUS;Lúpus eritematoso sistêmico;Incorporação;11/07/2018
Interna;11/09/2017;Medicamento;Nefrologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Micofenolato de mofetila;Processo encerrado: decisão de incorporação no SUS;Nefrite lúpica;Incorporação;20/05/2022
Interna;18/09/2017;Medicamento;Endocrinologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Desmopressina oral;Processo encerrado: decisão de incorporação no SUS;Tratamento de diabetes insípido central;Incorporação;20/12/2017
Interna;18/09/2017;Medicamento;Genética;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Idursulfase;Processo encerrado: decisão de incorporação no SUS;Terapia de reposição enzimática na mucopolissacaridose tipo II;Incorporação;20/12/2017
Interna;18/09/2017;Medicamento;Ortopedia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Tramadol;Processo encerrado: por decisão da Conitec;Osteoartrite de joelho e quadril;Incorporação;
Interna;18/09/2017;Medicamento;Ortopedia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Naproxeno;Processo encerrado: decisão de incorporação no SUS;Osteoartrite de joelho e quadril;Ampliação de Uso;27/11/2017
Interna;18/09/2017;Medicamento;Hematologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Danazol;Processo encerrado: a pedido do demandante;Síndrome de Evans;Incorporação;
Interna;18/09/2017;Medicamento;Endocrinologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Pegvisomanto;Processo encerrado: decisão de não incorporação no SUS;Acromegalia;Incorporação;29/03/2018
Interna;18/09/2017;Medicamento;Endocrinologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Ezetimiba;Processo encerrado: decisão de não incorporação no SUS;Tratamento da dislipidemia;Incorporação;29/08/2018
Interna;18/09/2017;Medicamento;Oncologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Bevacizumabe;Processo encerrado: a pedido do demandante;Câncer de ovário;Incorporação;
Interna;18/10/2017;Medicamento;Reumatologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Ácido zoledrônico;Processo encerrado: decisão de incorporação no SUS;Doença de Paget;Incorporação;21/12/2018
Interna;18/10/2017;Medicamento;Imunologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Eltrombopague olamina;Processo encerrado: decisão de incorporação no SUS;Tratamento da púrpura trombocitopênica idiopática (PTI);Incorporação;12/12/2018
Interna;18/10/2017;Medicamento;Genética;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Alfaalglicosidase;Processo encerrado: a pedido do demandante;Doença de Pompe;Incorporação;
Interna;07/11/2017;Medicamento;Genética;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Alfagalsidase;Processo encerrado: decisão de não incorporação no SUS;Terapia de reposição enzimática na doença de Fabry;Incorporação;17/12/2018
Interna;07/11/2017;Medicamento;Genética;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Betaagalsidase;Processo encerrado: decisão de não incorporação no SUS;Terapia de reposição enzimática na doença de Fabry;Incorporação;17/12/2018
Interna;07/11/2017;Medicamento;Reumatologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Adalimumabe;Processo encerrado: decisão de incorporação no SUS;Primeira etapa de tratamento após falha da terapia de primeira linha de tratamento da psoríase;Incorporação;31/10/2018
Interna;07/11/2017;Medicamento;Reumatologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Etanercepte;Processo encerrado: decisão de incorporação no SUS;Primeira etapa de tratamento da psoríase após falha de primeira linha em pacientes pediátricos;Incorporação;31/10/2018
Interna;07/11/2017;Medicamento;Reumatologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Infliximabe;Processo encerrado: decisão de não incorporação no SUS;Tratamento da psoríase;Incorporação;31/10/2018
Interna;07/11/2017;Medicamento;Reumatologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Secuquinumabe;Processo encerrado: decisão de incorporação no SUS;Segunda etapa de tratamento após falha da primeira etapa da segunda linha de tratamento da psoríase;Incorporação;31/10/2018
Interna;07/11/2017;Medicamento;Reumatologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Ustequinumabe;Processo encerrado: decisão de incorporação no SUS;Segunda etapa de tratamento após falha da primeira etapa da segunda linha de tratamento da psoríase;Incorporação;31/10/2018
Interna;23/11/2017;Medicamento;Genética;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Sapropterina;Processo encerrado: decisão de incorporação no SUS;Tratamento da fenilcetonúria;Incorporação;17/12/2018
Interna;23/11/2017;Medicamento;Genética;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Fórmula metabólica isenta de metionina;Processo encerrado: decisão de incorporação no SUS;Homocistinúria clássica;Incorporação;24/07/2019
Interna;15/01/2018;Medicamento;Pneumologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Goma e pastilha de nicotina;Processo encerrado: a pedido do demandante;Dependência de nicotina;Incorporação;
Interna;22/01/2018;Procedimento;Hematologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Transplante de célulastronco hematopoiéticas;Processo encerrado: decisão de incorporação no SUS;Mucopolissacaridose tipo I;Ampliação de Uso;25/01/2018
Interna;22/01/2018;Procedimento;Hematologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Transplante de célulastronco hematopoiéticas;Processo encerrado: decisão de incorporação no SUS;Mucopolissacaridose tipo II;Ampliação de Uso;25/01/2018
Interna;23/01/2018;Medicamento;Genética;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Nusinersena;Processo encerrado: a pedido do demandante;Atrofia muscular espinhal (AME);Incorporação;
Interna;01/02/2018;Medicamento;Endocrinologia;Secretaria de Estado de Saúde de Minas Gerais SES/MG;Insulinas análogas de ação prolongada;Processo encerrado: decisão de não incorporação no SUS;Tratamento de diabetes mellitus tipo II;Incorporação;27/02/2019
Interna;01/02/2018;Medicamento;Endocrinologia;Secretaria de Estado de Saúde de Minas Gerais SES/MG;Insulinas análogas de ação prolongada;Processo encerrado: decisão de incorporação no SUS;Tratamento de diabetes mellitus tipo I;Incorporação;29/03/2019
Interna;06/02/2018;Medicamento;Pneumologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Brometo de glicopirrônio;Processo encerrado: a pedido do demandante;Doença pulmonar obstrutiva crônica (DPOC);Incorporação;
Interna;06/02/2018;Medicamento;Pneumologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Brometo de umeclidínio;Processo encerrado: a pedido do demandante;Doença pulmonar obstrutiva crônica (DPOC);Incorporação;
Interna;06/02/2018;Medicamento;Pneumologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Brometo de tiotrópio;Processo encerrado: a pedido do demandante;Doença pulmonar obstrutiva crônica (DPOC);Incorporação;
Interna;07/02/2018;Medicamento;Endocrinologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Hidrocortisona 5 mg;Processo encerrado: a pedido do demandante;Hiperplasia adrenal congênita;Incorporação;
Interna;28/02/2018;Medicamento;Cardiologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Peptídeos natriuréticos tipo B (BNP e NTProBNP);Processo encerrado: decisão de incorporação no SUS;Diagnóstico de insuficiência cardíaca;Incorporação;13/11/2018
Interna;02/03/2018;Medicamento;Endocrinologia;Secretaria de Atenção à Saúde SAS/MS;Vitaminas e minerais;Processo encerrado: a pedido do demandante;Pósoperatório de cirurgia bariátrica;Incorporação;
Interna;12/03/2018;Procedimento;Hepatologia;Secretaria de Atenção à Saúde SAS/MS;Transplante de fígado;Processo encerrado: decisão de incorporação no SUS;Insuficiência hepática hiperagudaIHH relacionada à febre amarelaFA;Incorporação;24/04/2019
Interna;16/03/2018;Medicamento;Urologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Oxibutinina;Processo encerrado: a pedido do demandante;Incontinência urinária de urgência (IUU);Incorporação;
Interna;16/03/2018;Medicamento;Urologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Tolterodina;Processo encerrado: a pedido do demandante;Incontinência urinária de urgência (IUU);Incorporação;
Interna;19/03/2018;Medicamento;Urologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Solifenacina;Processo encerrado: a pedido do demandante;Incontinência urinária de urgência (IUU);Incorporação;
Interna;19/03/2018;Medicamento;Urologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Darifenacina;Processo encerrado: a pedido do demandante;Incontinência urinária de urgência (IUU);Incorporação;
Interna;19/03/2018;Medicamento;Urologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Mirabegrona;Processo encerrado: a pedido do demandante;Incontinência urinária de urgência (IUU);Incorporação;
Interna;19/03/2018;Medicamento;Urologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Onabotulinotoxina;Processo encerrado: a pedido do demandante;Incontinência urinária de urgência (IUU) em pacientes refratários aos cuidados conservadores e tratamento farmacológico;Incorporação;
Interna;19/03/2018;Procedimento;Urologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Neuromodulação sacral;Processo encerrado: a pedido do demandante;Incontinência urinária de urgência (IUU) em pacientes refratários aos tratamentos conservador e farmacológico;Incorporação;
Interna;20/03/2018;Produto;Urologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Sling utilizando tela de polipropileno;Processo encerrado: a pedido do demandante;Incontinência urinária de esforço (IUE) em mulheres adultas;Incorporação;
Interna;20/03/2018;Medicamento;Oftalmologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Aflibercepte;Processo encerrado: a pedido do demandante;Retinopatia diabética proliferativa (RDP) e edema macular diabético (EMD);Incorporação;
Interna;20/03/2018;Medicamento;Oftalmologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Bevacizumabe;Processo encerrado: a pedido do demandante;Retinopatia diabética proliferativa (RDP) e edema macular diabético (EMD);Incorporação;
Interna;20/03/2018;Medicamento;Oftalmologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Ranibizumabe;Processo encerrado: a pedido do demandante;Retinopatia diabética proliferativa (RDP) e edema macular diabético (EMD);Incorporação;
Interna;20/03/2018;Procedimento;Oftalmologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Implante intravítreo de dexametasona;Processo encerrado: a pedido do demandante;Retinopatia diabética proliferativa (RDP) e edema macular diabético (EMD);Incorporação;
Interna;20/03/2018;Procedimento;Oftalmologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Tomografia de coerência óptica (OCT);Processo encerrado: a pedido do demandante;Diagnóstico e monitorização de edema macular diabético;Incorporação;
